operating_hours,temperature,vibration,pressure,age_months,maintenance_count,load_percentage,rpm,humidity,power_consumption,failure
11198.5,77.7,1.81,88.9,103,12,23.6,2790.5,80.5,533.7,1
3186.0,85.9,1.03,161.5,110,16,67.5,3006.6,74.9,1151.9,0
7337.6,114.2,7.57,104.0,39,4,53.9,4475.7,66.2,1532.2,1
8142.0,106.3,5.7,177.0,32,7,18.9,571.2,37.4,1768.1,0
3810.6,65.8,5.93,99.2,103,18,71.0,801.2,39.7,1608.1,0
10177.3,59.0,4.0,155.3,14,17,60.7,1227.1,74.3,338.4,0
11365.9,61.0,3.8,56.8,108,0,87.7,635.2,80.2,1569.6,1
10618.3,80.4,0.88,107.8,65,3,64.8,3461.7,28.7,1205.0,0
8868.8,99.5,4.48,101.5,27,17,61.7,3352.5,34.0,991.3,0
3329.6,80.3,1.98,172.5,101,13,49.7,1448.6,71.0,1188.3,1
3379.4,45.4,7.82,195.1,60,10,51.7,1172.3,49.2,115.3,1
11560.3,97.9,6.37,119.1,43,8,95.9,1155.6,62.2,228.7,1
123.4,104.5,3.3,173.7,65,12,22.5,4789.6,66.1,1099.1,0
8592.6,63.2,1.21,155.0,55,16,50.2,3620.8,78.2,429.9,0
8475.0,93.1,6.28,195.1,109,14,69.0,3134.4,80.4,1136.5,1
7472.3,74.1,0.98,171.7,93,1,49.0,1951.2,41.0,773.0,0
11881.3,111.1,1.51,61.6,88,5,35.5,2448.7,60.6,1824.1,1
3742.6,107.6,1.69,157.0,119,6,35.9,902.3,29.3,1904.4,1
4079.7,82.0,4.46,130.3,81,1,31.0,4991.7,83.2,1961.6,1
947.3,95.3,6.3,52.5,35,12,41.0,3897.9,83.4,1808.0,0
5313.6,110.7,2.51,87.7,95,9,88.5,3296.5,42.5,1973.2,1
3132.6,79.7,0.68,188.3,106,15,55.5,3145.0,32.0,1441.7,0
4120.6,65.1,3.72,188.9,32,8,31.6,2769.4,25.3,1925.0,0
10014.9,100.3,5.98,169.8,19,7,44.6,1658.4,63.1,1319.4,1
11225.8,57.6,1.77,197.3,95,14,19.5,1518.8,26.9,1637.5,0
2228.8,71.1,1.76,171.0,39,6,91.4,2972.9,71.0,350.6,1
4470.1,109.3,7.58,51.5,20,18,46.7,815.9,70.9,1396.9,0
11143.6,98.0,7.63,93.2,28,3,98.2,835.1,66.0,1869.1,1
741.7,72.3,7.92,54.6,3,8,41.3,3023.7,85.7,1126.1,0
1108.3,57.2,6.46,64.1,32,18,85.3,4639.2,48.4,455.0,0
1953.5,68.5,1.51,82.8,86,1,33.1,4614.2,87.7,1101.1,0
7142.6,62.7,1.7,125.5,108,6,16.9,548.7,22.8,1443.2,0
1805.7,54.1,2.72,177.1,58,18,12.9,983.3,28.5,1562.6,0
11616.9,99.5,2.55,179.3,54,5,64.6,3123.8,50.9,1095.0,1
5360.6,60.2,7.65,142.4,42,14,38.0,4318.1,64.5,513.0,0
6018.2,76.3,6.31,189.2,117,6,49.9,4795.0,22.4,1860.7,1
2959.9,70.9,5.79,125.0,108,5,83.7,4372.6,62.6,1569.9,1
5651.5,118.6,1.49,183.4,15,0,32.3,3549.3,43.1,614.3,1
7943.0,71.3,7.28,118.1,102,13,37.8,1402.4,86.5,1642.4,1
9014.1,46.4,6.62,91.6,83,0,86.1,826.8,60.0,760.9,1
9046.4,47.2,1.31,187.5,62,5,54.3,713.8,64.1,693.6,0
6934.7,87.3,6.97,108.2,31,17,84.5,3254.3,90.9,1739.8,1
10852.3,87.9,2.18,125.5,61,16,43.7,662.8,77.3,1759.1,1
9808.9,73.5,0.65,99.3,26,1,45.9,3826.6,52.9,857.1,1
9084.6,74.5,5.25,149.4,69,7,25.0,3706.1,55.8,117.0,1
667.3,44.3,5.23,199.3,57,20,92.5,858.2,68.6,454.5,0
82.5,81.3,0.76,53.8,20,1,90.7,4579.8,35.0,1827.7,0
2549.4,80.4,2.55,185.0,66,15,98.6,2848.7,26.6,1807.6,0
7962.3,52.0,7.94,50.6,21,3,46.2,4570.0,43.3,961.4,0
4934.4,48.3,5.43,104.6,115,1,83.7,4557.2,78.4,677.8,0
4828.9,49.9,5.84,75.3,60,4,47.3,1386.7,39.3,675.2,0
10615.0,48.1,1.7,163.6,63,16,50.9,2212.6,29.8,1804.7,0
10746.8,88.8,0.63,57.6,51,1,84.7,1105.8,36.4,717.0,1
10910.1,55.7,2.22,133.0,100,13,26.0,3987.4,70.9,1072.0,0
3766.5,60.1,1.99,94.2,92,19,29.8,2768.6,66.0,1488.9,0
8292.7,53.9,1.88,70.1,84,6,38.3,4679.6,71.6,498.0,0
3259.6,116.6,1.54,165.8,101,14,80.9,1437.0,44.1,582.3,1
2287.3,108.4,4.6,82.6,39,17,43.5,3597.7,87.6,780.3,0
2215.6,58.4,2.62,83.6,100,12,42.2,4951.6,53.9,1343.0,0
4105.3,66.2,6.56,91.3,11,11,99.9,3494.2,58.5,1653.2,0
5159.5,56.8,1.47,138.0,119,1,44.5,809.5,91.2,1138.7,0
9971.4,79.4,3.72,148.9,57,11,32.3,3147.9,93.4,352.6,1
1438.7,41.6,0.11,52.6,3,5,66.1,1309.3,69.6,947.9,0
8819.1,93.7,3.85,86.3,37,0,82.2,637.3,90.9,342.6,0
6377.5,81.9,0.45,114.6,84,20,16.3,2007.3,60.6,267.8,0
3455.3,111.9,7.82,99.8,96,0,65.7,1697.5,43.0,1220.3,1
5913.8,53.2,6.32,182.6,111,14,13.2,4049.5,43.6,1916.8,0
3599.3,104.3,3.92,168.2,25,15,57.4,2181.6,61.9,1691.5,1
7153.0,103.4,0.69,143.9,21,6,33.1,3798.3,65.4,1571.5,0
5206.1,50.2,4.74,100.7,114,13,37.6,573.1,53.0,1481.4,0
1972.9,71.9,6.07,155.1,80,18,52.0,566.7,86.3,1804.5,0
1399.0,53.6,1.53,176.5,112,18,93.4,631.9,52.0,1530.4,0
6560.3,60.4,4.55,139.2,42,12,74.0,1487.1,40.5,1291.1,0
10829.0,61.1,6.51,167.7,1,20,94.3,2182.9,20.6,792.9,0
4127.5,84.5,6.15,162.4,23,11,69.4,3235.3,92.8,291.8,0
8796.0,72.9,6.42,135.8,107,0,10.6,4936.6,81.8,976.0,1
7903.9,115.8,7.03,96.8,113,11,33.9,2094.8,66.2,1857.1,1
11178.7,50.1,7.5,161.9,24,3,91.5,750.5,82.3,1207.9,1
9851.8,117.9,3.24,81.0,47,14,67.9,1377.1,80.8,450.6,1
6799.3,58.5,4.55,166.9,89,15,98.3,4540.3,89.9,1333.1,1
7884.4,101.8,6.33,170.7,7,14,24.0,3647.2,49.0,984.4,1
10780.6,67.1,5.58,173.3,38,7,36.7,4055.9,61.6,1869.6,0
4794.2,51.4,7.96,120.9,111,18,42.6,1058.8,27.4,405.8,0
3921.5,108.6,0.11,78.9,47,14,39.4,1107.4,92.4,1452.8,0
129.7,64.7,2.84,65.0,103,17,32.7,1005.1,93.9,1395.0,0
9918.6,92.7,2.25,161.5,35,10,49.9,4357.3,79.2,1968.7,1
9611.8,85.3,2.1,182.9,78,8,67.8,1444.9,54.1,1173.3,1
1253.5,77.7,1.78,147.6,62,0,38.0,3394.2,57.2,1756.0,0
6922.3,79.7,5.67,71.6,73,8,17.2,2822.7,52.7,147.0,1
5567.8,98.6,0.68,190.2,3,11,73.8,2949.8,42.0,333.5,0
1424.5,47.0,5.93,198.4,102,1,51.3,1379.5,59.6,757.3,0
11766.8,93.5,5.55,115.0,20,10,60.1,3358.6,24.0,1276.7,1
2576.4,111.7,2.01,139.2,105,20,51.0,694.0,94.4,953.3,0
806.8,44.6,2.02,166.6,97,13,90.1,4970.6,51.8,485.1,0
7138.2,51.3,5.03,160.5,105,1,60.3,620.4,89.6,1219.5,0
8866.4,97.3,6.1,195.2,44,14,93.1,725.7,74.3,1176.7,1
389.3,75.0,7.01,67.2,32,20,56.0,1960.9,41.7,1096.5,0
7904.6,72.3,6.82,137.1,100,20,36.3,4242.3,36.7,272.1,1
6387.5,51.0,7.72,153.8,26,17,42.0,1657.4,94.7,1861.3,0
1239.2,80.5,4.65,183.5,48,13,57.0,2623.7,77.9,1225.3,0
2070.3,50.1,7.27,181.1,5,20,57.7,580.9,38.7,601.6,0
6815.7,78.1,6.47,196.7,59,11,71.9,855.0,25.1,1406.1,1
3556.3,101.1,7.16,126.8,61,9,30.2,3235.8,72.3,704.0,1
11259.8,60.7,0.09,174.6,49,13,69.3,1374.6,42.7,1061.1,0
9824.9,78.5,7.73,114.1,30,14,80.1,3624.1,36.6,748.2,1
11802.8,119.4,3.79,113.3,17,4,70.9,4034.3,75.1,1772.7,1
3116.1,94.9,6.39,88.0,70,1,53.4,4326.5,70.9,1988.6,1
11636.7,107.3,1.02,172.7,58,5,99.3,1102.1,56.1,406.2,1
5174.8,73.2,3.17,197.9,63,11,46.4,2549.8,90.7,144.8,0
4170.2,101.4,2.17,88.5,61,1,19.6,4761.9,71.0,516.7,0
604.2,43.2,2.33,58.4,63,3,83.9,3974.4,87.0,1220.9,0
633.2,49.8,0.99,172.3,15,6,29.1,1026.3,34.3,430.5,0
8304.1,56.2,6.45,143.0,1,15,74.2,2761.3,42.2,1641.8,0
5495.1,72.2,0.07,194.0,13,0,26.1,4650.7,27.8,876.5,0
2718.3,107.7,2.5,87.8,48,0,11.5,2480.2,42.8,1260.0,0
7367.6,67.7,1.4,60.7,34,13,24.4,4268.4,92.9,965.7,0
3034.3,92.4,4.71,123.9,30,10,43.9,2731.3,92.2,1816.3,0
6931.6,96.7,2.03,62.8,19,11,19.6,980.7,77.0,166.8,0
4310.5,86.9,2.07,89.3,119,10,27.8,1165.3,59.1,1485.7,0
9882.6,68.6,3.91,68.9,64,5,78.8,710.0,78.6,1339.1,1
9848.4,86.2,5.22,83.6,66,11,79.3,1378.9,61.5,1334.1,1
5728.2,67.4,0.97,65.9,117,20,83.6,4521.3,20.3,886.6,0
4209.8,46.7,1.4,193.1,57,11,85.7,3425.9,57.6,129.8,0
4350.7,119.4,1.98,91.8,44,9,47.8,3824.9,64.9,1409.6,0
9668.6,50.2,7.79,116.6,12,7,88.1,3297.5,39.9,1676.0,1
3938.2,45.8,3.18,184.8,40,19,57.3,2239.4,35.2,261.9,0
2508.7,110.3,4.79,151.6,108,18,52.4,1475.9,40.5,939.1,1
1016.3,64.1,1.93,142.7,24,6,74.7,4665.3,66.8,408.9,0
5600.3,92.0,3.92,155.8,11,13,29.2,2816.7,31.0,1260.8,0
5785.6,66.3,0.59,174.3,66,3,81.1,2664.9,74.0,1592.6,0
10090.9,71.3,0.28,181.7,1,0,48.7,4982.5,51.7,1366.7,0
2654.9,61.0,3.75,146.4,58,7,21.5,2227.7,46.5,704.3,0
4571.9,67.4,3.19,183.5,28,4,20.7,4343.6,80.5,365.5,0
9700.9,72.9,1.1,130.3,68,7,24.8,4380.5,58.0,1609.1,0
9883.5,97.6,5.5,91.6,105,7,90.2,1547.0,48.4,715.4,1
4615.3,80.9,7.94,182.0,94,20,99.2,926.8,85.9,142.1,1
5509.5,115.5,3.17,131.2,59,6,42.1,4890.3,47.6,1185.7,1
3639.4,43.4,5.0,185.9,71,18,36.3,2416.5,84.4,568.7,0
11190.7,80.2,7.7,56.0,22,3,29.7,510.0,57.8,1698.3,1
1423.7,86.7,6.65,109.6,90,19,84.1,2745.6,35.6,372.2,0
11205.0,113.6,3.71,192.2,29,5,28.8,3286.9,66.0,926.1,1
8206.4,43.9,5.9,87.4,89,11,93.2,3992.4,41.4,580.9,0
6378.9,85.9,1.03,191.2,74,17,70.1,4743.2,31.0,1410.2,0
391.9,108.3,4.1,193.1,84,11,90.7,4618.3,26.5,1142.2,1
5707.2,59.4,2.23,182.3,78,17,59.9,4730.6,38.1,1602.9,0
4893.0,110.1,1.29,134.6,97,2,72.2,644.6,75.2,971.4,1
1934.6,41.5,3.41,147.0,69,9,65.8,3703.0,82.8,109.1,0
7876.9,98.6,1.05,180.4,45,6,84.8,1516.4,84.6,508.9,1
11653.8,114.6,5.59,166.4,70,2,85.2,1344.0,40.3,1998.4,1
6746.3,92.6,3.65,144.5,86,18,63.1,4101.4,69.6,870.2,1
8577.0,75.1,4.25,197.3,17,12,66.9,2377.1,37.3,1278.4,1
821.4,43.6,1.17,152.9,79,3,93.0,4624.7,66.7,1819.4,0
5012.0,113.6,1.12,196.3,39,9,93.7,691.0,86.5,139.0,1
1396.3,77.6,4.67,58.6,40,5,69.8,4109.8,23.1,1353.3,0
7353.6,42.3,7.88,70.8,28,0,10.7,1115.8,93.9,647.9,1
11261.8,95.2,0.77,117.7,117,5,19.4,1294.6,82.0,630.6,1
7941.3,78.5,2.29,107.7,2,7,87.2,2648.1,77.1,527.2,1
921.6,49.9,6.96,167.4,82,14,17.6,2280.2,71.9,1663.2,0
4256.0,57.1,0.58,74.1,27,7,29.2,2687.8,77.8,808.6,0
6608.0,45.2,7.01,196.4,21,5,30.7,4730.1,94.6,227.5,1
4838.5,85.9,4.19,97.3,87,18,64.0,3458.3,77.8,284.0,1
10003.7,89.8,3.27,114.3,7,13,61.9,1806.4,46.4,382.4,1
9776.1,80.5,2.48,91.2,61,1,36.0,1278.1,66.0,1808.0,1
7342.0,105.4,2.38,136.9,52,6,28.7,2390.2,45.3,912.1,0
4481.5,108.9,2.45,58.8,48,7,78.8,2532.4,92.8,1840.5,1
3064.0,89.2,7.08,72.5,19,9,94.2,3205.8,87.5,1653.2,0
1270.5,41.0,5.79,161.9,73,12,14.8,1697.0,62.6,1692.0,0
4258.8,95.6,5.36,78.0,12,20,22.0,3953.8,78.6,645.0,0
4958.1,73.4,6.39,85.3,110,19,67.8,943.1,88.2,615.5,0
8109.9,85.2,2.06,168.9,94,0,82.4,3022.0,38.3,1164.1,1
7897.9,91.9,4.94,64.0,71,8,81.2,3305.9,63.5,894.1,0
841.3,68.0,3.68,115.6,2,9,74.8,1430.7,56.1,1067.2,0
4743.1,113.4,6.26,53.5,17,19,89.9,4217.1,77.9,201.1,1
2181.3,50.7,2.47,102.0,75,1,29.6,3269.4,48.4,1946.0,0
1881.8,93.7,5.15,154.8,114,19,19.7,3405.7,73.2,210.5,1
9927.6,40.3,7.06,63.5,76,10,65.4,2739.8,50.2,439.8,0
503.0,114.0,3.22,183.3,3,4,84.0,4593.2,28.3,1388.6,0
5030.2,49.0,0.53,186.4,21,17,62.4,3622.7,28.0,395.5,0
2018.4,47.6,4.13,65.7,78,6,96.7,2218.3,28.9,303.1,0
10552.0,66.6,2.77,198.6,79,2,81.6,1573.7,22.4,391.9,1
6684.5,69.9,5.38,94.6,51,15,73.1,819.8,60.0,217.6,0
2776.6,57.1,7.61,62.6,106,14,15.4,1244.1,70.4,577.5,0
6029.1,86.8,3.88,50.8,105,7,19.7,4967.1,29.5,615.1,0
8777.8,75.4,3.73,111.3,10,19,80.6,2330.5,65.9,1047.4,1
11497.4,42.7,5.24,144.5,116,4,27.8,4544.1,64.8,933.6,1
2645.4,65.6,0.83,99.8,55,2,12.6,1267.6,31.0,1000.1,0
10634.2,104.8,2.03,175.5,36,4,92.0,2414.1,50.3,1270.5,1
11211.6,95.2,7.35,157.5,51,8,90.2,4822.3,76.6,538.8,1
10997.0,98.0,5.36,102.5,74,15,29.7,910.1,21.3,355.9,0
7625.0,95.8,0.11,160.1,17,13,80.2,3172.9,31.0,1769.9,0
7557.8,64.9,1.64,191.1,108,17,14.3,4636.3,94.7,1304.5,0
4838.5,48.0,5.46,64.0,89,6,35.7,4773.6,75.0,215.3,0
9028.8,61.8,6.12,95.9,61,14,66.1,4307.0,54.8,1926.0,1
6375.5,106.5,6.72,119.5,91,7,78.7,4351.7,67.2,1416.8,1
8129.3,118.4,2.34,124.7,97,2,10.9,3434.8,83.5,388.2,1
5141.5,79.5,7.45,131.3,75,10,39.4,1491.9,83.2,1941.4,0
8778.0,40.8,4.42,95.1,13,19,29.3,3788.1,44.4,794.3,0
9893.7,51.2,5.57,150.1,65,17,99.9,4902.7,56.8,1970.6,1
1757.2,65.8,4.77,146.8,95,14,70.4,2866.7,67.9,296.2,1
9995.2,86.3,0.98,136.7,97,9,46.5,1673.1,25.4,403.9,1
6483.6,46.0,7.7,67.1,85,2,16.8,3080.6,90.9,1349.1,1
10136.0,115.5,0.98,121.5,80,14,63.9,3607.7,52.5,142.1,1
5175.6,69.2,2.04,103.4,103,5,67.8,1437.3,47.8,135.5,0
4548.5,113.0,6.51,123.7,87,10,83.5,3736.4,88.0,1604.8,1
10980.7,102.4,4.95,188.3,74,10,36.0,3143.4,28.9,418.8,1
3014.0,100.4,6.71,122.1,48,18,98.3,3255.6,22.9,1845.7,0
10130.5,88.5,4.13,52.1,97,2,49.6,1876.9,71.4,909.2,1
5808.2,90.1,3.02,115.8,86,12,36.6,1198.7,48.9,1759.9,0
6169.1,91.0,7.37,173.1,105,7,41.4,3305.5,77.3,893.8,1
3701.6,90.3,0.29,167.0,70,20,56.8,3138.0,25.1,1107.4,0
6876.5,84.3,6.85,127.0,47,10,94.3,2021.1,48.8,701.4,1
3902.5,118.9,1.85,87.5,100,10,76.2,1831.5,37.6,1350.3,1
471.2,98.6,6.79,119.8,111,12,61.9,2062.6,75.5,704.6,1
3264.0,102.2,1.11,134.6,10,2,24.7,2704.5,37.0,524.0,0
76.5,109.8,4.64,200.0,57,5,23.4,4886.7,54.3,254.0,0
11740.3,57.3,7.1,146.6,80,9,55.2,3936.0,81.4,209.6,1
11589.0,46.7,3.79,154.1,13,18,75.6,4332.8,88.7,681.4,1
4741.9,78.6,5.97,123.7,115,11,77.6,2775.4,74.2,1499.3,1
8740.5,81.1,6.44,103.2,61,13,30.3,2867.6,52.2,490.7,0
4149.7,106.3,5.89,171.9,58,10,19.0,1419.5,62.9,668.5,0
8053.1,75.5,7.4,124.2,84,20,44.6,3744.7,71.7,1819.8,1
9665.2,85.7,3.57,199.2,68,9,92.6,2397.1,85.6,1314.4,1
11361.1,82.2,1.39,118.6,84,2,59.1,3841.0,86.6,1847.5,1
4802.5,43.1,0.38,60.2,86,12,38.8,2340.7,89.8,1831.3,0
9399.6,89.2,1.97,152.4,29,17,39.1,988.3,80.8,220.5,1
3191.1,106.2,1.15,57.0,16,12,21.9,1278.7,31.0,1914.5,0
11884.0,52.6,4.46,87.6,107,13,52.6,4152.1,76.1,197.2,1
309.2,87.5,1.48,103.1,63,13,81.2,1663.8,81.1,1858.7,0
7242.3,87.5,0.31,160.9,47,6,97.2,1689.6,85.8,1138.8,1
7914.1,53.1,0.29,124.1,43,11,55.1,4682.2,89.4,1113.1,0
8256.5,49.9,6.65,54.3,23,3,25.0,3459.4,58.2,1455.2,0
1444.7,118.4,4.73,142.5,30,15,71.5,1014.4,69.1,1770.5,0
11262.4,71.5,2.86,111.7,57,18,78.1,1146.1,20.7,1272.3,1
2174.2,58.2,7.15,188.3,30,9,16.5,1725.7,63.0,908.3,0
7473.0,53.7,0.56,124.9,107,15,86.5,3173.0,55.5,312.6,0
2672.1,93.4,7.84,156.3,67,4,84.6,3887.7,92.2,1599.5,1
3686.6,88.8,4.93,82.8,56,15,52.5,1735.2,87.6,343.8,0
6557.5,91.5,1.47,164.1,24,0,60.4,4417.9,79.8,1480.1,1
5006.3,47.0,5.43,158.1,113,4,74.2,991.3,24.3,1103.1,1
1922.7,111.5,6.11,185.6,101,12,70.9,1434.2,50.2,833.1,0
2051.2,71.1,3.43,55.1,77,12,11.5,4867.1,72.2,1264.7,0
5017.7,65.1,6.89,117.1,106,2,21.0,1106.4,22.2,1567.5,1
9087.4,77.0,1.21,151.9,96,16,24.6,4496.5,37.7,1888.2,0
10775.6,71.2,2.23,64.3,101,18,78.0,3667.7,86.6,602.9,0
1009.5,109.1,0.75,111.6,76,4,49.6,828.9,29.7,1899.5,0
4717.2,114.3,1.69,191.3,8,4,59.1,2676.7,23.9,1925.8,1
1202.9,64.3,1.91,115.4,88,14,79.5,2835.4,63.5,1645.9,0
199.1,109.1,7.34,197.8,44,9,40.7,4694.6,91.0,1774.7,1
7940.6,102.5,0.62,58.5,80,11,77.4,2395.0,82.6,1415.6,1
7229.4,114.5,3.42,157.7,96,10,49.8,2510.4,93.1,174.3,1
1956.2,59.7,4.26,137.2,34,0,43.9,1006.2,76.5,1192.6,0
2805.8,86.2,7.19,125.1,35,20,40.0,3376.3,52.8,1519.7,1
284.5,62.0,7.98,195.6,96,2,96.8,1449.0,91.0,1889.2,1
10019.4,105.9,6.03,69.4,50,3,79.5,848.9,52.0,1183.9,1
11696.3,40.4,7.77,184.4,17,18,11.8,4986.1,46.3,1609.0,0
1625.5,85.2,6.3,153.7,2,19,96.2,1713.3,53.6,1439.6,0
2777.7,67.1,7.71,88.8,90,2,79.8,1134.7,81.0,633.5,0
10420.9,65.8,5.66,185.3,54,17,23.4,3647.7,88.8,394.0,0
11117.6,91.6,0.64,114.4,44,2,16.9,4197.6,46.8,1526.7,1
5035.5,108.1,3.22,172.1,81,6,37.7,788.3,54.7,544.2,1
607.5,88.7,5.17,108.3,102,20,66.2,974.3,87.4,564.9,1
472.7,108.3,2.81,177.6,49,0,65.5,905.8,23.5,1323.5,1
6887.4,61.2,2.19,145.5,2,18,34.8,711.3,78.8,1599.2,0
4714.7,81.6,4.62,71.2,72,17,50.1,3467.6,54.1,1206.4,0
343.8,76.0,7.47,147.4,110,1,29.1,3147.4,48.2,1781.5,1
6999.0,40.9,0.28,78.7,70,11,14.6,3482.6,53.5,501.7,0
135.6,84.5,6.15,111.8,9,16,56.5,2775.5,51.4,579.6,0
9448.5,92.9,5.78,75.5,1,20,41.2,4178.8,76.7,1310.2,0
3677.2,87.4,7.71,53.3,69,20,58.9,2960.0,89.6,1675.8,0
483.1,98.9,7.45,81.8,103,2,95.2,4634.4,56.9,1124.8,1
7060.2,85.7,6.1,130.5,9,11,22.9,2685.4,82.5,119.7,0
4772.2,45.3,4.16,122.2,14,11,10.2,4058.0,74.9,1386.2,0
11685.6,49.3,1.63,125.2,27,5,16.9,2333.1,44.8,1645.8,0
6530.4,87.7,4.36,87.2,9,9,51.6,2458.5,64.0,625.4,0
3302.9,62.0,6.12,152.8,36,5,73.6,4320.5,70.0,203.0,0
8513.3,46.4,7.17,155.6,93,13,62.3,984.5,21.8,1084.1,1
3257.9,74.4,6.32,103.7,84,1,54.5,3042.1,49.7,180.1,1
10850.9,84.3,1.56,182.2,79,10,41.9,3768.5,94.4,890.4,1
4496.7,66.3,4.8,146.6,100,14,37.9,3876.9,67.8,133.9,0
6598.4,97.6,2.66,157.0,3,7,43.9,3161.7,45.1,527.4,0
606.9,91.5,0.07,91.6,120,12,65.0,2516.3,38.8,838.8,0
5113.5,66.6,1.6,50.1,117,18,25.1,1673.5,35.7,312.2,0
9988.4,100.4,0.91,179.8,23,9,79.4,4592.4,50.1,316.9,0
9667.8,91.9,6.74,173.4,118,8,61.8,2164.0,34.5,1671.4,1
2691.8,91.0,2.07,68.5,110,17,34.2,4095.5,30.1,178.7,0
2712.9,84.3,2.28,106.1,73,6,55.1,642.5,47.3,1409.0,0
9807.7,40.9,7.68,149.2,30,2,96.7,1544.8,65.5,1647.5,0
11164.8,95.7,3.03,147.8,19,11,11.8,2055.1,31.0,348.4,0
1144.3,70.1,0.08,179.1,102,14,28.0,3522.1,23.3,471.2,0
5400.7,115.4,2.27,71.0,67,20,50.4,1937.0,22.6,1318.8,0
4049.5,105.4,0.95,114.5,50,12,67.5,686.1,40.1,699.7,0
10448.3,87.0,0.82,64.6,48,5,29.1,1282.4,34.3,1005.2,1
1002.3,60.2,0.62,108.4,3,7,93.8,1666.2,60.4,1688.4,0
2533.5,56.3,4.75,52.3,98,13,67.8,1292.2,54.2,362.2,0
9029.6,67.2,1.51,184.7,66,2,89.0,1416.8,44.4,1277.3,0
615.5,78.1,2.89,129.1,27,15,39.6,3960.3,82.5,1890.6,0
5910.4,63.7,6.9,177.5,87,17,84.6,2354.2,57.9,209.2,0
5305.3,81.2,3.39,59.0,106,16,44.0,2323.3,26.9,214.0,0
4012.8,53.2,7.33,84.1,96,17,32.7,4849.7,42.2,1154.0,0
4734.9,118.2,3.98,88.9,111,9,92.0,2510.2,93.0,1924.1,1
6359.3,48.6,3.19,108.0,99,16,18.3,4674.5,93.3,518.9,1
1936.4,114.6,6.0,170.4,40,15,94.9,1845.8,39.1,728.5,0
6864.0,113.1,0.59,108.0,18,20,51.3,2302.8,32.5,287.4,0
9665.2,82.0,0.72,80.7,27,1,99.3,2283.3,57.2,788.3,1
9121.9,98.0,5.22,59.7,11,19,58.6,2957.4,56.1,184.2,0
1846.8,74.9,3.9,61.9,39,3,78.2,3129.1,50.8,839.3,0
1791.0,90.4,6.32,164.0,19,10,10.6,1616.6,59.7,1155.4,0
3218.1,67.2,7.33,116.7,89,6,54.7,4071.1,37.4,1952.5,0
4332.9,64.1,3.11,158.9,7,16,76.4,2734.4,28.6,1654.9,0
4901.5,86.3,4.77,152.3,95,18,80.5,531.7,62.8,1661.9,0
8156.4,79.9,4.01,70.3,57,5,24.2,3161.0,89.9,533.5,1
680.2,86.4,7.85,71.4,2,9,47.7,4091.3,30.3,265.7,0
416.1,62.9,6.65,163.3,38,20,47.7,1627.1,72.9,1245.8,0
4702.9,69.4,7.29,158.2,5,3,19.3,670.4,52.8,1090.2,0
8366.0,46.7,2.03,106.7,78,0,49.9,4132.3,42.0,1081.4,0
2321.2,44.2,6.18,61.6,82,6,82.6,4893.2,84.0,307.1,0
7698.1,60.3,2.12,51.8,36,20,37.0,844.5,54.2,1038.4,0
3117.9,45.9,1.67,93.2,68,15,48.9,4721.2,63.7,385.7,0
10633.0,48.3,7.55,51.4,88,16,96.5,2116.7,53.2,902.0,1
10748.3,105.0,0.15,84.5,77,4,12.9,4736.5,26.1,218.1,0
3567.4,43.1,7.72,112.9,119,9,63.2,3419.8,64.6,1728.1,1
2759.9,92.7,1.19,68.2,85,6,76.9,4506.1,51.4,125.0,0
4935.6,61.8,6.56,65.6,57,12,78.5,4036.2,26.5,1884.7,0
2886.4,109.7,2.21,184.5,97,6,74.4,626.0,64.7,1739.5,1
8068.6,78.8,2.81,137.8,20,14,75.4,794.5,20.7,1530.0,0
9912.8,64.4,1.73,190.2,5,16,15.3,2865.9,35.6,1966.8,0
8077.1,81.4,4.68,101.9,24,2,58.1,1083.3,78.6,202.3,1
9892.2,70.6,2.78,151.6,99,4,80.5,2574.7,22.8,1319.0,0
4763.9,85.1,5.26,80.7,30,9,18.5,4795.8,68.5,1713.7,0
1875.8,49.2,0.13,142.8,28,4,11.1,1826.4,91.2,340.6,0
8855.4,119.8,0.51,69.4,53,6,83.3,2700.1,32.8,1211.1,1
4325.7,74.0,0.8,50.3,51,6,74.1,2229.2,51.3,848.5,0
8055.2,67.9,3.35,189.7,109,13,47.1,3334.2,63.2,928.1,1
3247.7,96.8,6.52,133.2,7,14,94.6,1372.3,53.8,1833.8,1
974.8,69.1,7.11,189.0,42,4,79.0,1669.7,66.5,1123.4,1
11911.0,106.7,1.96,100.1,35,4,97.1,4364.5,50.3,277.2,1
1874.4,76.3,4.59,99.2,119,3,93.6,4151.0,31.1,1880.7,1
11861.1,97.6,6.15,110.1,94,19,53.3,4051.4,26.7,451.9,1
11727.4,48.6,2.31,155.9,34,20,77.9,3969.1,75.8,1796.0,0
9525.8,107.7,3.27,134.9,103,8,70.2,2567.5,37.9,1944.7,1
7913.1,98.9,4.19,188.8,73,11,83.0,3780.0,83.6,1767.9,1
6933.7,56.9,1.08,53.8,117,15,80.9,2242.4,75.7,1386.6,0
10393.2,51.6,0.21,156.2,76,7,23.8,953.2,23.7,1512.7,0
3473.3,65.3,1.22,99.5,54,8,31.0,2270.2,35.1,1429.7,0
5612.2,118.1,5.01,77.0,29,11,33.9,1214.0,41.9,975.0,1
7432.7,60.5,0.59,126.6,10,19,83.7,2258.8,64.6,621.4,0
